Unnamed: 0,Artist,Track,Album,Album_type,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Title,Channel,Views,Likes,Comments,Licensed,official_video,Stream,Genre
13554,Tame Impala,One More Hour,The Slow Rush,album,0.647,0.398,4.0,-8.63,0.0283,0.108,0.107,0.148,0.32,102.029,432560.0,Tame Impala - One More Hour (Official Audio),tameimpalaVEVO,10457429.0,186222.0,2949.0,True,True,89180888.0,pop
13555,Tame Impala,Let It Happen,Currents,album,0.602,0.881,1.0,-5.875,0.0443,0.00462,0.0266,0.111,0.577,125.012,467587.0,Tame Impala - Let It Happen (Official Video),tameimpalaVEVO,97212057.0,806068.0,19474.0,True,True,364175319.0,rock
13556,Tame Impala,Feels Like We Only Go Backwards,Lonerism,album,0.303,0.9,2.0,-2.352,0.0574,0.0277,0.635,0.11,0.491,149.508,192960.0,Tame Impala - Feels Like We Only Go Backwards (Official Video),tameimpalaVEVO,140663976.0,1205048.0,21989.0,True,True,379781415.0,rock
13558,Tame Impala,Elephant,Lonerism,album,0.598,0.553,9.0,-6.742,0.0397,0.562,0.157,0.257,0.533,123.075,211227.0,Tame Impala - Elephant (Official Video),tameimpalaVEVO,13788413.0,177417.0,5404.0,True,True,222846367.0,rock
13559,Avicii,The Nights,The Days / Nights,album,0.527,0.835,6.0,-5.298,0.0433,0.0166,0.0,0.249,0.654,125.983,176658.0,Avicii - The Nights (Official Music Video),NoAudioLyrics,1981963.0,17195.0,634.0,False,False,1283342035.0,electronic
13560,Avicii,Wake Me Up,True,album,0.532,0.783,2.0,-5.697,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427.0,Avicii - Wake Me Up (Official Video),AviciiOfficialVEVO,2221205597.0,11499037.0,620143.0,True,True,1790784163.0,electronic
13561,Avicii,Waiting For Love,Stories,album,0.579,0.736,6.0,-3.863,0.0527,0.31,0.0,0.198,0.613,127.999,230613.0,Avicii - Waiting For Love,AviciiOfficialVEVO,1027002952.0,7766753.0,252488.0,True,True,1087964968.0,electronic
13562,Avicii,Levels - Radio Edit,Levels,single,0.584,0.889,1.0,-5.941,0.0343,0.0462,0.828,0.309,0.464,126.04,199907.0,Avicii - Levels,AviciiOfficialVEVO,620663030.0,4348505.0,214538.0,True,True,707447331.0,electronic
13563,Avicii,Without You (feat. Sandro Cavazza),AVĪCI (01),single,0.662,0.858,2.0,-4.844,0.0428,0.00163,0.0,0.0456,0.295,133.993,181673.0,Avicii - Without You (Part 4) ft. Sandro Cavazza,AviciiOfficialVEVO,31563832.0,341289.0,7802.0,True,True,884613613.0,electronic
13564,Avicii,Hey Brother,True,album,0.545,0.78,7.0,-4.867,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,255093.0,Avicii - Hey Brother,AviciiOfficialVEVO,283392348.0,2710143.0,105982.0,True,True,821756193.0,electronic
13565,Avicii,SOS (feat. Aloe Blacc),TIM,album,0.802,0.645,5.0,-6.181,0.0715,0.272,0.0,0.119,0.376,100.001,157202.0,Avicii - SOS (Fan Memories Video) ft. Aloe Blacc,AviciiOfficialVEVO,112114433.0,1329891.0,77151.0,True,True,676869700.0,electronic
13566,Avicii,Addicted To You,True,album,0.569,0.785,1.0,-4.057,0.0457,0.0505,1.12e-06,0.086,0.303,128.031,148387.0,Avicii - Addicted To You,AviciiOfficialVEVO,304202325.0,1741111.0,40642.0,True,True,303695739.0,electronic
13567,Avicii,Lonely Together (feat. Rita Ora),AVĪCI (01),single,0.655,0.666,5.0,-5.309,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,181812.0,Avicii - Lonely Together ft. Rita Ora,AviciiOfficialVEVO,182376320.0,1254217.0,25508.0,True,True,619821708.0,electronic
13569,Kid Cudi,Mr. Rager,Man On The Moon II: The Legend Of Mr. Rager,album,0.675,0.734,7.0,-8.659,0.0265,0.38,0.895,0.141,0.533,101.998,294213.0,KiD CuDi - Mr. Rager (Music Video HD),Kid Cudi,3034526.0,56558.0,2116.0,False,True,337244141.0,alternative rock
13570,Kid Cudi,THE SCOTTS,THE SCOTTS,single,0.716,0.537,0.0,-7.648,0.0514,0.233,0.0,0.157,0.28,129.979,165978.0,"THE SCOTTS, Travis Scott, Kid Cudi - THE SCOTTS (FORTNITE ASTRONOMICAL EVENT)",TravisScottVEVO,63305641.0,1890434.0,52717.0,True,True,680687567.0,alternative rock
13572,Kid Cudi,Pursuit Of Happiness (Nightmare),Man On The Moon: The End Of Day (Deluxe),album,0.63,0.605,0.0,-8.951,0.0414,0.484,9.29e-05,0.298,0.266,115.277,295293.0,Kid Cudi - Pursuit Of Happiness (Official Music Video) ft. MGMT,KidCudiVEVO,270919579.0,1793160.0,84224.0,True,True,599923605.0,alternative rock
13573,Kid Cudi,Tequila Shots,Man On The Moon III: The Chosen,album,0.712,0.556,5.0,-7.214,0.0531,0.084,5.04e-05,0.527,0.22,90.494,193293.0,Kid Cudi - Tequila Shots (Official Visualizer),KidCudiVEVO,10722891.0,146066.0,4148.0,True,True,185657619.0,alternative rock
13575,Kid Cudi,Erase Me - Main,Man On The Moon II: The Legend Of Mr. Rager,album,0.687,0.631,9.0,-5.612,0.129,0.063,0.0,0.108,0.853,186.071,192253.0,Kid Cudi - Erase Me ft. Kanye West,KidCudiVEVO,76856574.0,411898.0,25239.0,True,True,262226609.0,alternative rock
13576,Kid Cudi,Show Out (with Skepta & Pop Smoke),Man On The Moon III: The Chosen,album,0.619,0.589,1.0,-6.531,0.124,0.43,0.000392,0.378,0.158,143.896,174960.0,"Kid Cudi, Skepta, Pop Smoke - Show Out (Official Visualizer)",KidCudiVEVO,14966866.0,283021.0,7004.0,True,True,184016800.0,alternative rock
13577,Kid Cudi,love.,The Boy Who Flew To The Moon (Vol. 1),album,0.574,0.736,5.0,-4.743,0.0465,0.146,1.66e-05,0.407,0.344,138.501,328573.0,"Kid Cudi - Love (Music Video, 2015)",suudabraalis,8925589.0,105791.0,6505.0,False,False,32467269.0,alternative rock
13578,Kid Cudi,Just What I Am,Indicud,album,0.654,0.95,1.0,-3.163,0.137,0.00223,0.0,0.406,0.351,140.009,228027.0,Kid Cudi - Just What I Am ft. King Chip,KidCudiVEVO,74856426.0,459756.0,30020.0,True,True,199488556.0,hip hop
13579,Demi Lovato,Cool for the Summer,Confident,album,0.583,0.61,5.0,-5.639,0.0382,0.00425,0.000105,0.14,0.336,114.06,214740.0,Demi Lovato - Cool for the Summer (Official Video),DemiLovatoVEVO,441755511.0,3543886.0,141548.0,True,True,607121525.0,pop
13580,Demi Lovato,Heart Attack,Demi,album,0.504,0.785,8.0,-4.802,0.104,0.0738,0.0,0.239,0.502,173.968,210840.0,Demi Lovato - Heart Attack (Official Video),DemiLovatoVEVO,716125653.0,5659092.0,344165.0,True,True,572915837.0,pop
13581,Demi Lovato,Sorry Not Sorry,Tell Me You Love Me,album,0.706,0.643,11.0,-6.929,0.234,0.0242,0.0,0.262,0.885,143.931,203760.0,Demi Lovato - Sorry Not Sorry (Official Video),DemiLovatoVEVO,507979111.0,4059746.0,156001.0,True,True,1049798982.0,pop
13582,Demi Lovato,Échame La Culpa,VIDA,album,0.733,0.897,0.0,-3.652,0.0389,0.0391,0.0,0.117,0.649,96.006,173800.0,"Luis Fonsi, Demi Lovato - Échame La Culpa",LuisFonsiVEVO,2245669049.0,10003295.0,335363.0,True,True,834445136.0,pop
13583,Demi Lovato,OK Not To Be OK,OK Not To Be OK,single,0.743,0.837,1.0,-5.025,0.0649,0.0172,0.0,0.0743,0.263,103.072,159863.0,Marshmello & Demi Lovato - OK Not To Be OK (Official Music Video),Marshmello,20683542.0,610812.0,20519.0,False,True,237809079.0,pop
13584,Demi Lovato,Confident,Confident,album,0.594,0.749,3.0,-6.251,0.0677,0.00188,0.000139,0.0869,0.344,130.064,205746.0,Demi Lovato - Confident (Official Video),DemiLovatoVEVO,344877585.0,3184921.0,109838.0,True,True,476086791.0,pop
13585,Demi Lovato,Give Your Heart a Break,Unbroken,album,0.651,0.695,6.0,-3.218,0.0487,0.23,0.0,0.144,0.569,123.008,205347.0,Demi Lovato - Give Your Heart a Break (Official Video),DemiLovatoVEVO,459456025.0,2796541.0,158504.0,True,True,245150515.0,pop
13586,Demi Lovato,Solo (feat. Demi Lovato),What Is Love? (Deluxe Edition),album,0.74,0.622,11.0,-4.608,0.0446,0.0357,4.85e-05,0.356,0.556,104.966,222707.0,Clean Bandit - Solo (feat. Demi Lovato) [Official Video],Clean Bandit,961053988.0,6622174.0,145811.0,True,True,955120289.0,pop
13588,Demi Lovato,Really Don't Care,Demi,album,0.706,0.728,7.0,-3.602,0.0852,0.123,0.0,0.185,0.851,121.017,201600.0,Demi Lovato - Really Don't Care ft. Cher Lloyd (Official Video),DemiLovatoVEVO,233024947.0,1699948.0,82369.0,True,True,266844490.0,pop
13589,Skrillex,Rumble,Rumble,single,0.81,0.836,1.0,-7.721,0.0645,0.0515,0.229,0.0598,0.0585,139.979,146571.0,"Skrillex, Fred again.. & Flowdan - Rumble [Official Audio]",Skrillex,2055815.0,93186.0,5212.0,True,True,24196937.0,electronic
13590,Skrillex,Way Back,Way Back,single,0.657,0.713,7.0,-4.787,0.0406,0.0791,0.394,0.221,0.544,175.096,119314.0,"Skrillex, PinkPantheress & Trippie Red - Way Back [Official Music Video]",Shafeeymedia,1667.0,63.0,6.0,False,False,6787387.0,electronic
13591,Skrillex,Where Are Ü Now (with Justin Bieber),Skrillex and Diplo present Jack Ü,album,0.432,0.781,4.0,-4.038,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,250286.0,"Skrillex and Diplo - ""Where Are Ü Now"" with Justin Bieber (Official Video)",Jack Ü,1234561356.0,6065712.0,308622.0,True,True,1006796172.0,electronic
13592,Skrillex,In Da Getto,JOSE,album,0.924,0.723,8.0,-3.142,0.0466,0.0177,2.61e-05,0.113,0.643,126.998,130667.0,"J. Balvin, Skrillex - In Da Getto (Official Video)",jbalvinVEVO,161923481.0,2566513.0,41222.0,True,True,388156963.0,electronic
13593,Skrillex,HUMBLE. - SKRILLEX REMIX,HUMBLE. (SKRILLEX REMIX),single,0.901,0.934,11.0,-2.345,0.273,0.00794,7.68e-05,0.194,0.868,150.037,156800.0,Kendrick Lamar - HUMBLE. (Skrillex Remix) [Official Audio],Skrillex,70445910.0,1014230.0,25405.0,True,True,256576286.0,electronic
13594,Skrillex,Leave Me Like This,Leave Me Like This,single,0.662,0.96,10.0,-4.161,0.0393,0.0029,0.205,0.277,0.3,124.986,190080.0,Skrillex with Bobby Raps - Leave Me Like This,Skrillex,784425.0,52312.0,3559.0,True,True,2756256.0,electronic
13595,Skrillex,Bangarang (feat. Sirah),Bangarang EP,single,0.716,0.972,7.0,-2.302,0.196,0.0145,3.22e-05,0.317,0.576,110.026,215253.0,SKRILLEX - Bangarang feat. Sirah [Official Music Video],Skrillex,910660160.0,7111393.0,399310.0,True,True,416829310.0,electronic
13596,Skrillex,Purple Lamborghini (with Rick Ross),Purple Lamborghini (with Rick Ross),single,0.457,0.899,10.0,-2.591,0.132,0.0019,0.0,0.831,0.298,147.268,215510.0,Skrillex & Rick Ross - Purple Lamborghini [Official Video],Skrillex,516052898.0,4441249.0,147715.0,True,True,373600698.0,electronic
13598,Skrillex,Wild for the Night (feat. Skrillex & Birdy Nam Nam),LONG.LIVE.A$AP (Deluxe Version),album,0.757,0.848,2.0,-4.234,0.335,0.0481,0.0,0.121,0.686,139.995,212640.0,"A$AP Rocky - Wild for the Night (Explicit - Official Video) ft. Skrillex, Birdy Nam Nam",LIVELOVEASAPVEVO,100524007.0,808267.0,31273.0,True,True,302585321.0,electronic
13609,Bonez MC,YumYum,YumYum,single,0.833,0.65,1.0,-5.613,0.21,0.228,0.000129,0.178,0.389,140.038,131949.0,Gzuz & Bonez - YumYum (Original),CrhymeTV,1959901.0,73692.0,2441.0,True,True,5110721.0,hip hop
13610,Bonez MC,Buzz Down,Buzz Down,single,0.837,0.513,1.0,-8.651,0.483,0.473,0.0178,0.117,0.557,159.966,161868.0,Bonez MC Buzz Down [Video version ]  Prod.  @Clubmusic1,Club music,6213.0,99.0,15.0,False,False,11051877.0,hip hop
13611,Bonez MC,Blaues Licht,Zukunft 1 & 2,album,0.819,0.828,8.0,-4.906,0.108,0.39,0.00611,0.258,0.693,144.953,144264.0,RAF Camora feat. Bonez MC – Blaues Licht,RAF Camora,34503390.0,306926.0,9664.0,True,True,130979623.0,hip hop
13612,Bonez MC,Ohne mein Team,Party 2020,compilation,0.773,0.8,1.0,-6.062,0.0925,0.16,1.6e-05,0.0744,0.637,129.949,188504.0,BONEZ MC & RAF CAMORA feat. MAXWELL - Ohne mein Team,CrhymeTV,150256849.0,799634.0,24358.0,True,True,226436661.0,hip hop
13613,Bonez MC,Diamant,Palmen aus Plastik 3,album,0.816,0.588,1.0,-7.149,0.273,0.431,0.000215,0.0709,0.219,102.982,137476.0,Diamant,Bonez MC - Topic,1540607.0,13305.0,0.0,True,True,16057260.0,hip hop
13614,Bonez MC,500 PS,Palmen aus Plastik 2,album,0.805,0.924,7.0,-5.883,0.0439,0.391,0.00448,0.0902,0.836,139.976,181971.0,BONEZ MC & RAF Camora - 500 PS (prod. by The Cratez & RAF Camora),CrhymeTV,129128884.0,821767.0,28390.0,True,True,221203019.0,disco
13615,Bonez MC,Palmen aus Plastik,Deutschrap Hits,compilation,0.645,0.67,9.0,-7.074,0.0538,0.0106,0.00165,0.292,0.323,104.85,184996.0,Palmen aus Plastik,Bonez MC - Topic,664016.0,3999.0,0.0,True,True,153343579.0,hip hop
13616,Bonez MC,Taxi,Palmen aus Plastik 3,album,0.853,0.727,10.0,-7.712,0.191,0.548,0.000219,0.188,0.417,108.035,172580.0,BONEZ MC & RAF CAMORA feat. GZUZ - TAXI,CrhymeTV,5464120.0,105995.0,5011.0,True,True,27350728.0,hip hop
13617,Bonez MC,Eine Idee,Palmen aus Plastik 3,album,0.759,0.688,11.0,-6.502,0.215,0.164,0.000242,0.108,0.556,192.189,150297.0,Bonez MC & RAF Camora – Eine Idee,CrhymeTV,1587530.0,32327.0,1721.0,True,True,16089604.0,hip hop
13618,Bonez MC,Kokain,Palmen aus Plastik 2,album,0.615,0.677,5.0,-7.906,0.363,0.231,0.0,0.543,0.608,170.117,209232.0,BONEZ MC & RAF CAMORA feat  GZUZ   KOKAIN prod  by The Cratez & RAF Camora480p,khalil belkacemi,276452.0,3323.0,80.0,False,False,130773196.0,disco
13619,Bomba Estéreo,Ojitos Lindos,Un Verano Sin Ti,album,0.647,0.686,3.0,-5.745,0.0413,0.08,1.34e-06,0.528,0.268,79.928,258299.0,Bad Bunny (ft. Bomba Estéreo) - Ojitos Lindos (360° Visualizer) | Un Verano Sin Ti,Bad Bunny,238019371.0,1657209.0,17890.0,True,True,872322869.0,cumbia
13620,Bomba Estéreo,To My Love - Tainy Remix,Amanecer (Remixed),album,0.764,0.59,7.0,-4.292,0.0395,0.129,0.00847,0.0851,0.281,99.996,251773.0,Bomba Estéreo - To My Love (Tainy Remix)[Audio],BombaEstereoVEVO,254887149.0,976778.0,37659.0,True,True,266146912.0,cumbia
13621,Bomba Estéreo,Me Duele,Me Duele,single,0.59,0.877,9.0,-4.19,0.0391,0.364,0.357,0.0362,0.919,99.979,196733.0,Bomba Estéreo & Manu Chao - Me Duele (Official Video),Bomba Estéreo,1238456.0,18585.0,499.0,False,True,5810228.0,cumbia
13622,Bomba Estéreo,Soy Yo,Amanecer,album,0.887,0.581,11.0,-7.632,0.172,0.0396,0.000198,0.0788,0.786,117.042,159800.0,Bomba Estéreo - Soy Yo (Official Video),BombaEstereoVEVO,160166752.0,1188450.0,49001.0,True,True,72966888.0,cumbia
13623,Bomba Estéreo,To My Love,Amanecer,album,0.426,0.705,7.0,-3.552,0.0411,0.0676,0.0355,0.0998,0.292,109.977,239547.0,Bomba Estéreo - To My Love (Tainy Remix),BombaEstereoVEVO,330406883.0,1519302.0,44921.0,True,True,61184052.0,cumbia
13625,Bomba Estéreo,Somos Dos,Amanecer,album,0.691,0.873,5.0,-5.279,0.064,0.0269,0.0107,0.289,0.925,97.996,237293.0,Bomba Estéreo - Somos Dos (Official Video),BombaEstereoVEVO,71233448.0,298145.0,6836.0,True,True,54989926.0,cumbia
13626,Bomba Estéreo,Fuego,Blow Up,album,0.771,0.816,4.0,-5.917,0.056,0.0541,0.0,0.0664,0.16,100.009,278893.0,Bomba Estéreo - Fuego (Official Music Video),Nacional Records,20417678.0,73925.0,4689.0,False,False,37860492.0,cumbia
13627,Bomba Estéreo,Algo Está Cambiando,Amanecer,album,0.537,0.61,1.0,-8.263,0.162,0.626,0.00285,0.0946,0.0501,110.056,269347.0,Bomba Estéreo - Algo Está Cambiando (Cover Audio),BombaEstereoVEVO,13916831.0,66272.0,1132.0,True,True,17449011.0,cumbia
13628,Bomba Estéreo,Playa Grande,Playa Grande,single,0.61,0.882,9.0,-4.393,0.0331,0.0262,0.00146,0.245,0.555,120.032,201322.0,SOFI TUKKER & Bomba Estéreo - Playa Grande (Official Video) [Ultra Music],Ultra Records,8944792.0,99982.0,1908.0,True,True,22939482.0,cumbia
13629,G-Eazy,Him & I (with Halsey),The Beautiful & Damned,album,0.589,0.731,2.0,-6.343,0.0868,0.0534,0.0,0.308,0.191,87.908,268867.0,G-Eazy & Halsey - Him & I (Official Video),GEazyMusicVEVO,639152746.0,5145368.0,93246.0,True,True,749856986.0,hip hop
13630,G-Eazy,"Me, Myself & I",When It's Dark Out,album,0.756,0.674,0.0,-6.518,0.0959,0.0184,0.0,0.158,0.389,111.995,251467.0,"G-Eazy & Bebe Rexha - Me, Myself & I (Official Video)",GEazyMusicVEVO,583747989.0,4520379.0,99940.0,True,True,1130630271.0,hip hop
13631,G-Eazy,No Limit,The Beautiful & Damned,album,0.838,0.771,1.0,-3.791,0.244,0.0117,0.0,0.0853,0.405,175.957,245387.0,"G-Eazy - No Limit REMIX ft. A$AP Rocky, Cardi B, French Montana, Juicy J, Belly",GEazyMusicVEVO,595521172.0,3500063.0,94930.0,True,True,608209999.0,hip hop
13632,G-Eazy,I Mean It (feat. Remo),These Things Happen,album,0.712,0.562,10.0,-6.008,0.129,0.125,0.0,0.136,0.142,140.0,236480.0,G-Eazy - I Mean It (Official Video) ft. Remo,GEazyMusicVEVO,668948670.0,3903505.0,106534.0,True,True,439974038.0,hip hop
13633,G-Eazy,Still Be Friends (feat. Tory Lanez & Tyga),These Things Happen Too (Deluxe),album,0.801,0.759,7.0,-4.694,0.0494,0.00531,0.0,0.091,0.293,104.002,213308.0,"G-Eazy - Still Be Friends (Official Video) ft. Tory Lanez, Tyga",GEazyMusicVEVO,46055693.0,592295.0,12873.0,True,True,271022614.0,hip hop
13634,G-Eazy,Tumblr Girls (feat. Christoph Andersson),These Things Happen,album,0.49,0.373,8.0,-9.762,0.26,0.101,0.000105,0.128,0.346,121.889,255680.0,G-Eazy ft. Christoph Andersson - Tumblr Girls (Official Music Video),GEazyMusicVEVO,32780825.0,214173.0,3843.0,True,True,165135993.0,hip hop
13635,G-Eazy,Good Life (with G-Eazy & Kehlani),Good Life (with G-Eazy & Kehlani),single,0.565,0.771,1.0,-5.22,0.213,0.00464,0.0,0.0568,0.573,168.385,225526.0,Kehlani & G-Eazy - Good Life (from The Fate of the Furious: The Album) [Official Music Video],Kehlani,387186457.0,3035270.0,54778.0,True,True,345820536.0,hip hop
13636,G-Eazy,Some Kind Of Drug (feat. Marc E. Bassy),When It's Dark Out,album,0.634,0.525,0.0,-8.968,0.47,0.0705,0.0,0.0729,0.49,130.271,222467.0,G-Eazy - Some Kind Of Drug (Clean) ft. Marc E. Bassy,GEazyMusicVEVO,5683734.0,61724.0,563.0,True,True,281844219.0,hip hop
13637,G-Eazy,Calm Down,When It's Dark Out,album,0.538,0.624,11.0,-8.794,0.325,0.000175,2.2e-06,0.117,0.409,102.346,127427.0,G-Eazy - Calm Down,GEazyMusicVEVO,61974021.0,545074.0,13127.0,True,True,196000698.0,hip hop
13638,G-Eazy,Love Runs Out (feat. G-Eazy & Sasha Alex Sloan),Love Runs Out (feat. G-Eazy & Sasha Alex Sloan),single,0.647,0.642,9.0,-7.306,0.0743,0.262,0.0,0.134,0.48,90.045,164167.0,Martin Garrix feat. G-Eazy & Sasha Alex Sloan - Love Runs Out (Official Video),Martin Garrix,3213871.0,95237.0,2835.0,False,True,44399766.0,rock
13639,Kesha,TiK ToK,Animal (Expanded Edition),album,0.755,0.837,2.0,-2.718,0.142,0.0991,0.0,0.289,0.714,120.028,199693.0,Ke$ha - TiK ToK (Official HD Video),keshaVEVO,642558842.0,4468960.0,199419.0,True,True,864879772.0,pop
13640,Kesha,Die Young,Warrior (Expanded Edition),album,0.711,0.7,1.0,-4.805,0.046,0.00498,0.000125,0.215,0.801,128.001,211920.0,Ke$ha - Die Young (Official),keshaVEVO,187521801.0,1493184.0,161202.0,True,True,538243745.0,pop
13641,Kesha,Backstabber,Animal (Expanded Edition),album,0.6,0.939,7.0,-1.794,0.19,0.0666,6.18e-06,0.34,0.833,159.941,186840.0,Ke$ha - Backstabber Official Music Video,Kesha Chart,83420.0,2278.0,169.0,False,False,141685551.0,pop
13642,Kesha,We R Who We R,Cannibal (Expanded Edition),album,0.736,0.817,8.0,-4.9,0.0407,0.00987,0.00167,0.117,0.653,119.95,204760.0,Ke$ha - We R Who We R (Official Video),keshaVEVO,114629821.0,571280.0,55033.0,True,True,236997309.0,pop
13643,Kesha,Praying,Rainbow,album,0.543,0.39,10.0,-7.202,0.0322,0.489,0.0,0.111,0.303,73.415,230267.0,Kesha - Praying (Official Video),keshaVEVO,136670782.0,1711348.0,95917.0,True,True,453722710.0,pop
13644,Kesha,Your Love Is My Drug,Animal (Expanded Edition),album,0.826,0.612,1.0,-3.891,0.0982,0.00681,0.0,0.0889,0.756,120.057,187133.0,Ke$ha - Your Love Is My Drug (Official Video),keshaVEVO,125552252.0,648703.0,45841.0,True,True,181617723.0,pop
13645,Kesha,Take It Off,Animal (Expanded Edition),album,0.729,0.675,5.0,-5.292,0.0286,4.14e-05,0.00126,0.0867,0.74,125.036,215200.0,Ke$ha - Take It Off,keshaVEVO,150961905.0,1346934.0,63829.0,True,True,152585830.0,pop
13646,Kesha,Blow,Cannibal (Expanded Edition),album,0.753,0.729,11.0,-3.862,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,219973.0,Ke$ha - Blow (Official Music Video),keshaVEVO,88373528.0,623478.0,66688.0,True,True,129920709.0,pop
13647,Kesha,Cannibal,Cannibal (Expanded Edition),album,0.71,0.68,1.0,-4.676,0.106,0.0078,0.0165,0.0493,0.571,129.971,194253.0,Kesha - Cannibal (Official Lyric Video),keshaVEVO,14603976.0,361740.0,13251.0,True,True,149684049.0,pop
13648,Kesha,Woman (feat. The Dap-Kings Horns),Rainbow,album,0.743,0.765,5.0,-3.588,0.039,0.0444,0.0417,0.667,0.34,114.991,196360.0,Kesha - Woman (Official Video) ft. The Dap-Kings Horns,keshaVEVO,35108981.0,571971.0,22706.0,True,True,136794376.0,pop
13649,Charli XCX,Hot In It,Hot In It,single,0.748,0.841,7.0,-5.08,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,129817.0,Tiësto & Charli XCX - Hot In It [Official Music Video],Tiësto,5891649.0,96139.0,2236.0,True,True,117679131.0,pop
13650,Charli XCX,OUT OUT (feat. Charli XCX & Saweetie),OUT OUT (feat. Charli XCX & Saweetie),single,0.787,0.833,8.0,-4.403,0.0478,0.018,0.00747,0.0374,0.796,123.97,162604.0,Joel Corry x Jax Jones - OUT OUT (feat. Charli XCX & Saweetie) [Official Lyric Video],Joel Corry,26491419.0,177990.0,2306.0,True,True,370232540.0,pop
13651,Charli XCX,Good Ones,CRASH,album,0.764,0.672,7.0,-5.947,0.0293,0.072,3.32e-06,0.0806,0.789,129.049,136614.0,Charli XCX - Good Ones [Official Video],Charli XCX,13627929.0,282228.0,12822.0,True,True,84014742.0,pop
13652,Charli XCX,Beg For You (feat. Rina Sawayama),CRASH,album,0.788,0.945,9.0,-5.091,0.0599,0.223,2.97e-06,0.115,0.466,128.036,168053.0,Charli XCX - Beg For You feat. Rina Sawayama [Official Video],Charli XCX,7950978.0,142751.0,6249.0,True,True,74669941.0,pop
13653,Charli XCX,Used To Know Me,CRASH,album,0.711,0.931,1.0,-4.042,0.0323,0.0914,4.41e-05,0.0892,0.775,118.009,145840.0,Charli XCX - Used To Know Me (Official Video),Charli XCX,5173369.0,128178.0,4645.0,True,True,36865942.0,pop
13654,Charli XCX,Yuck,CRASH,album,0.765,0.675,1.0,-5.687,0.0402,0.0585,1.51e-06,0.0703,0.886,100.939,138800.0,Charli XCX - Yuck [Official Visualiser],Charli XCX,651655.0,12576.0,509.0,True,True,22047761.0,pop
13655,Charli XCX,Vroom Vroom,Vroom Vroom EP,single,0.836,0.684,11.0,-5.818,0.241,0.122,0.0,0.0854,0.514,151.007,193271.0,Charli XCX - Vroom Vroom [Official Video],Vroom Vroom Recordings,16334365.0,286370.0,11425.0,True,True,64423414.0,pop
13656,Charli XCX,Welcome To My Island - George Daniel & Charli XCX Remix,Welcome To My Island (George Daniel & Charli XCX Remix),single,0.699,0.702,0.0,-6.85,0.0653,0.0116,0.00233,0.175,0.524,134.391,202495.0,Welcome To My Island (George Daniel & Charli XCX Remix),Caroline Polachek - Topic,82383.0,3381.0,158.0,True,True,1389943.0,pop
13657,Charli XCX,Unlock it (Lock It) - feat. Kim Petras and Jay Park,Pop 2,album,0.504,0.711,9.0,-5.864,0.0452,0.0585,1.83e-05,0.382,0.5,134.824,232933.0,Charli XCX - Unlock It (feat. Kim Petras and Jay Park) [Official Visualizer],Charli XCX,5042430.0,158451.0,4311.0,True,True,79771339.0,pop
13662,Major Lazer,Don't Go Yet - Major Lazer Remix,Don't Go Yet (Major Lazer Remix),single,0.806,0.73,10.0,-5.73,0.149,0.228,0.000114,0.0817,0.629,124.914,171265.0,Camila Cabello - Don't Go Yet (Major Lazer Remix - Official Audio),CamilaCabelloVEVO,1098905.0,33076.0,1382.0,True,True,27563606.0,pop
13664,Major Lazer,ALREADY,The Lion King: The Gift,album,0.647,0.732,2.0,-5.846,0.0891,0.0846,0.0,0.597,0.548,67.295,222529.0,"Beyoncé, Shatta Wale, Major Lazer – ALREADY (Official Video)",Beyoncé,59501982.0,1426023.0,69134.0,True,True,117635919.0,R&B
13666,Major Lazer,Trigger,Trigger,single,0.57,0.585,8.0,-7.041,0.251,0.128,0.000105,0.111,0.378,97.285,171987.0,Major Lazer & Khalid - Trigger (Official Music Video),Major Lazer Official,2561210.0,70229.0,1454.0,False,False,134348760.0,disco
13667,Major Lazer,Watch Out For This (Bumaye),Free The Universe (Extended Version),album,0.819,0.759,10.0,-4.115,0.147,0.0196,6.53e-06,0.0613,0.88,108.026,269147.0,"Major Lazer, The Flexican, FS Green & Busy Signal - Watch Out for This (Bumaye) [Official Video]",MajorLazerVEVO,36316521.0,358970.0,3027.0,True,True,274424397.0,disco
13668,Major Lazer,"My Love (feat. Major Lazer, WizKid, Dua Lipa)",Shine,album,0.728,0.811,7.0,-4.278,0.0564,0.0453,2.07e-06,0.362,0.705,114.995,228707.0,"Wale - My Love (feat. Dua Lipa, Major Lazer & Wizkid) [Official Music Video]",Wale,19875049.0,225796.0,4602.0,True,True,136886345.0,disco
13673,Florence + The Machine,Shake It Out,Ceremonials (Deluxe Edition),album,0.527,0.804,10.0,-4.168,0.0358,0.0104,0.0,0.105,0.221,107.486,277720.0,Florence + The Machine - Shake It Out,FlorenceMachineVEVO,116136936.0,594002.0,26077.0,True,True,338501370.0,pop
